0.2,0,1.42315e-306
0.2,-0.00194422,0.01
0.19998,-0.00379975,0.02
0.199942,-0.00556683,0.03
0.199886,-0.00724575,0.04
0.199814,-0.00883676,0.05
0.199725,-0.0103402,0.06
0.199621,-0.0117563,0.07
0.199503,-0.0130854,0.08
0.199371,-0.0143278,0.09
0.199227,-0.0154839,0.1
0.199071,-0.016554,0.11
0.198905,-0.0175384,0.12
0.198729,-0.0184375,0.13
0.198544,-0.0192517,0.14
0.19835,-0.0199814,0.15
0.198149,-0.0206269,0.16
0.197942,-0.0211887,0.17
0.197729,-0.0216671,0.18
0.197511,-0.0220626,0.19
0.19729,-0.0223757,0.2
0.197065,-0.0226066,0.21
0.196837,-0.022756,0.22
0.196609,-0.0228243,0.23
0.196379,-0.0228118,0.24
0.19615,-0.0227192,0.25
0.195922,-0.0225469,0.26
0.195695,-0.0222953,0.27
0.195471,-0.0219651,0.28
0.19525,-0.0215566,0.29
0.195034,-0.0210704,0.3
0.194822,-0.0205071,0.31
0.194616,-0.0198672,0.32
0.194416,-0.0191512,0.33
0.194224,-0.0183596,0.34
0.194039,-0.0174931,0.35
0.193863,-0.0165523,0.36
0.193697,-0.0155376,0.37
0.193541,-0.0144496,0.38
0.193396,-0.0132891,0.39
0.193262,-0.0120565,0.4
0.193141,-0.0107525,0.41
0.193033,-0.00937767,0.42
0.192939,-0.00793266,0.43
0.192859,-0.00641809,0.44
0.192794,-0.0048346,0.45
0.192746,-0.00318283,0.46
0.192714,-0.00146343,0.47
0.192699,0.000322934,0.48
0.192702,0.0021756,0.49
0.192724,0.00409391,0.5
0.192765,0.00607717,0.51
0.192826,0.00812471,0.52
0.192908,0.0102358,0.53
0.193011,0.0124098,0.54
0.193136,0.014646,0.55
0.193283,0.0169437,0.56
0.193453,0.0193021,0.57
0.193647,0.0217206,0.58
0.193865,0.0241984,0.59
0.194109,0.0267348,0.6
0.194377,0.0293291,0.61
0.194672,0.0319804,0.62
0.194993,0.0346882,0.63
0.195342,0.0374515,0.64
0.195718,0.0402697,0.65
0.196123,0.0431421,0.66
0.196557,0.0460677,0.67
0.19702,0.0490459,0.68
0.197513,0.0520759,0.69
0.198036,0.0551569,0.7
0.19859,0.0582882,0.71
0.199176,0.0614688,0.72
0.199794,0.0646982,0.73
0.200444,0.0679754,0.74
0.201127,0.0712996,0.75
0.201844,0.0746701,0.76
0.202594,0.0780861,0.77
0.203379,0.0815467,0.78
0.204199,0.0850511,0.79
0.205054,0.0885985,0.8
0.205944,0.0921881,0.81
0.20687,0.0958191,0.82
0.207833,0.0994907,0.83
0.208833,0.103202,0.84
0.209871,0.106952,0.85
0.210945,0.11074,0.86
0.212058,0.114566,0.87
0.21321,0.118428,0.88
0.2144,0.122325,0.89
0.215629,0.126257,0.9
0.216898,0.130223,0.91
0.218207,0.134222,0.92
0.219556,0.138253,0.93
0.220945,0.142316,0.94
0.222376,0.146408,0.95
0.223847,0.150531,0.96
0.22536,0.154682,0.97
0.226915,0.158862,0.98
0.228511,0.163068,0.99
0.23015,0.167301,1
0.231832,0.171559,1.01
0.233556,0.175841,1.02
0.235323,0.180147,1.03
0.237133,0.184476,1.04
0.238987,0.188827,1.05
0.240885,0.193199,1.06
0.242827,0.197591,1.07
0.244813,0.202003,1.08
0.246843,0.206433,1.09
0.248918,0.21088,1.1
0.251037,0.215345,1.11
0.253201,0.219825,1.12
0.25541,0.224321,1.13
0.257665,0.228831,1.14
0.259965,0.233354,1.15
0.26231,0.23789,1.16
0.264701,0.242438,1.17
0.267137,0.246996,1.18
0.26962,0.251564,1.19
0.272148,0.256142,1.2
0.274722,0.260728,1.21
0.277343,0.265321,1.22
0.280009,0.269922,1.23
0.282722,0.274527,1.24
0.285481,0.279138,1.25
0.288286,0.283754,1.26
0.291138,0.288372,1.27
0.294036,0.292993,1.28
0.296981,0.297616,1.29
0.299972,0.302239,1.3
0.30301,0.306863,1.31
0.306094,0.311485,1.32
0.309224,0.316107,1.33
0.312401,0.320726,1.34
0.315624,0.325341,1.35
0.318894,0.329953,1.36
0.32221,0.33456,1.37
0.325572,0.339161,1.38
0.328981,0.343757,1.39
0.332436,0.348344,1.4
0.335937,0.352925,1.41
0.339484,0.357496,1.42
0.343077,0.362058,1.43
0.346715,0.36661,1.44
0.3504,0.37115,1.45
0.35413,0.375679,1.46
0.357906,0.380196,1.47
0.361727,0.384699,1.48
0.365593,0.389189,1.49
0.369504,0.393663,1.5
0.373461,0.398123,1.51
0.377462,0.402566,1.52
0.381508,0.406992,1.53
0.385598,0.411401,1.54
0.389733,0.415791,1.55
0.393912,0.420163,1.56
0.398134,0.424515,1.57
0.402401,0.428846,1.58
0.406711,0.433156,1.59
0.411064,0.437445,1.6
0.41546,0.441712,1.61
0.4199,0.445955,1.62
0.424382,0.450174,1.63
0.428906,0.45437,1.64
0.433472,0.45854,1.65
0.438081,0.462685,1.66
0.442731,0.466803,1.67
0.447422,0.470895,1.68
0.452155,0.474959,1.69
0.456928,0.478995,1.7
0.461742,0.483002,1.71
0.466597,0.48698,1.72
0.471491,0.490928,1.73
0.476425,0.494846,1.74
0.481398,0.498733,1.75
0.48641,0.502588,1.76
0.491461,0.506411,1.77
0.496551,0.510202,1.78
0.501679,0.513959,1.79
0.506844,0.517683,1.8
0.512047,0.521372,1.81
0.517287,0.525027,1.82
0.522563,0.528646,1.83
0.527876,0.53223,1.84
0.533225,0.535777,1.85
0.53861,0.539288,1.86
0.54403,0.542762,1.87
0.549485,0.546198,1.88
0.554974,0.549596,1.89
0.560498,0.552955,1.9
0.566055,0.556276,1.91
0.571646,0.559557,1.92
0.577269,0.562798,1.93
0.582925,0.566,1.94
0.588614,0.56916,1.95
0.594334,0.57228,1.96
0.600085,0.575358,1.97
0.605868,0.578395,1.98
0.611681,0.581389,1.99
0.617524,0.584341,2
0.623397,0.587251,2.01
0.629299,0.590117,2.02
0.635229,0.592939,2.03
0.641188,0.595718,2.04
0.647176,0.598453,2.05
0.65319,0.601144,2.06
0.659232,0.60379,2.07
0.6653,0.60639,2.08
0.671394,0.608946,2.09
0.677514,0.611456,2.1
0.683659,0.613921,2.11
0.689829,0.616339,2.12
0.696024,0.618711,2.13
0.702242,0.621037,2.14
0.708483,0.623316,2.15
0.714748,0.625549,2.16
0.721035,0.627734,2.17
0.727344,0.629872,2.18
0.733674,0.631962,2.19
0.740025,0.634005,2.2
0.746397,0.636,2.21
0.752789,0.637947,2.22
0.7592,0.639846,2.23
0.765631,0.641697,2.24
0.77208,0.6435,2.25
0.778547,0.645253,2.26
0.785032,0.646959,2.27
0.791534,0.648615,2.28
0.798053,0.650223,2.29
0.804588,0.651782,2.3
0.811139,0.653292,2.31
0.817704,0.654752,2.32
0.824285,0.656164,2.33
0.830879,0.657526,2.34
0.837487,0.658839,2.35
0.844109,0.660103,2.36
0.850743,0.661317,2.37
0.857389,0.662483,2.38
0.864047,0.663598,2.39
0.870717,0.664664,2.4
0.877397,0.665681,2.41
0.884087,0.666648,2.42
0.890787,0.667566,2.43
0.897496,0.668435,2.44
0.904214,0.669254,2.45
0.91094,0.670024,2.46
0.917674,0.670744,2.47
0.924415,0.671415,2.48
0.931163,0.672037,2.49
0.937917,0.672609,2.5
0.944677,0.673132,2.51
0.951442,0.673606,2.52
0.958212,0.674032,2.53
0.964986,0.674408,2.54
0.971764,0.674735,2.55
0.978545,0.675013,2.56
0.985329,0.675243,2.57
0.992115,0.675424,2.58
0.998903,0.675557,2.59
1.00569,0.675641,2.6
1.01248,0.675676,2.61
1.01927,0.675664,2.62
1.02606,0.675603,2.63
1.03285,0.675494,2.64
1.03964,0.675338,2.65
1.04643,0.675133,2.66
1.05322,0.674881,2.67
1.06,0.674582,2.68
1.06678,0.674235,2.69
1.07355,0.673841,2.7
1.08033,0.6734,2.71
1.08709,0.672912,2.72
1.09386,0.672377,2.73
1.10061,0.671795,2.74
1.10737,0.671168,2.75
1.11411,0.670493,2.76
1.12085,0.669773,2.77
1.12758,0.669007,2.78
1.1343,0.668194,2.79
1.14102,0.667337,2.8
1.14773,0.666433,2.81
1.15442,0.665485,2.82
1.16111,0.664491,2.83
1.16779,0.663452,2.84
1.17446,0.662368,2.85
1.18112,0.66124,2.86
1.18776,0.660068,2.87
1.1944,0.658851,2.88
1.20102,0.65759,2.89
1.20763,0.656285,2.9
1.21422,0.654936,2.91
1.2208,0.653544,2.92
1.22737,0.652109,2.93
1.23393,0.65063,2.94
1.24046,0.649108,2.95
1.24699,0.647544,2.96
1.2535,0.645937,2.97
1.25999,0.644287,2.98
1.26646,0.642595,2.99
1.27292,0.640862,3
1.27936,0.639086,3.01
1.28579,0.637268,3.02
1.29219,0.635409,3.03
1.29858,0.633509,3.04
1.30494,0.631567,3.05
1.31129,0.629584,3.06
1.31762,0.627561,3.07
1.32392,0.625496,3.08
1.33021,0.623392,3.09
1.33648,0.621247,3.1
1.34272,0.619061,3.11
1.34894,0.616836,3.12
1.35514,0.614571,3.13
1.36132,0.612266,3.14
1.36747,0.609922,3.15
